year,chron,stream.yel,swe.yel,tmax.lsum
1402,1.275,150.2402977,39.821,0.8
1403,1.232,111.1185167,49.401,-2.53
1404,1.199,137.9705627,34.156,0.8
1405,0.675,179.3851283,87.275,-0.39
1406,1.097,111.3746714,32.815,0.73
1407,0.759,84.87629929,77.478,1.7
1408,0.727,104.6613749,63.305,-0.77
1409,1.048,96.78018223,48.203,0.39
1410,1.106,71.08638601,48.925,0.32
1411,1.126,145.4743534,43.069,-0.62
1412,1.15,97.90084392,48.062,0.65
1413,0.852,66.03686316,54.421,0.24
1414,1.093,128.761621,58.958,-0.06
1415,0.903,102.7510895,55.965,-0.47
1416,1.111,107.0992515,52.55,0.95
1417,0.663,83.32713224,81.082,0.8
1418,1.17,130.8538291,30.522,-0.54
1419,0.804,147.158867,59.852,0.43
1420,1.111,209.7907983,49.552,-4.58
1421,0.928,145.4743534,52.167,-0.21
1422,1.132,86.25542821,41.121,-0.39
1423,0.862,77.40810495,78.152,0.43
1424,1.277,165.8771006,34.89,0.13
1425,1.13,137.02078,43.409,-0.88
1426,0.785,72.24144687,56.774,0.17
1427,1.129,93.71010738,55.398,0.51
1428,1.328,86.25542821,43.966,0.17
1429,0.933,97.90084392,92.038,-1.14
1430,0.915,84.29201495,43.458,0.54
1431,1.402,119.0656358,38.712,-0.43
1432,1.15,79.39377195,46.97,0.88
1433,1.226,73.92416633,60.454,0.13
1434,0.934,57.38342096,64.251,-0.39
1435,1.228,64.38525729,66.477,-0.58
1436,1.084,74.78016783,59.439,0.21
1437,0.602,51.61624838,84.464,-0.02
1438,0.594,79.94410329,68.349,-3.8
1439,0.939,86.85332227,50.439,0.8
1440,0.824,124.3902772,48.967,-0.69
1441,0.936,119.3401105,63.985,-1.96
1442,0.827,94.79521928,60,0.62
1443,0.951,148.8628864,50.483,-2.08
1444,0.822,72.57489823,65.764,1.07
1445,0.977,122.1198987,49.304,-0.88
1446,0.861,86.4542675,58.535,1.18
1447,0.691,94.79521928,69.222,-0.92
1448,0.788,89.28663084,65.625,0.43
1449,1.043,93.27954855,55.995,-2.38
1450,1.03,90.73742188,63.669,-1.03
1451,0.975,103.225367,45.084,-0.39
1452,0.898,158.7765772,61.681,0.02
1453,1.118,106.1173596,28.608,-1.55
1454,0.952,105.3868529,53.882,-0.92
1455,1.114,119.8909594,36.322,-1.52
1456,1.154,77.23007125,49.743,-3.16
1457,1.289,151.6304541,47.583,-2.68
1458,0.845,63.21009391,59.363,0.84
1459,0.901,73.58451564,50.541,-0.43
1460,1.5,58.85541625,76.051,1.1
1461,0.758,70.43466211,67.112,-0.88
1462,0.894,161.7284542,54.105,-0.51
1463,0.81,178.1502497,53.072,-2.41
1464,0.817,145.4743534,59.496,-0.69
1465,0.959,124.6770264,48.084,-2.38
1466,0.711,104.4206604,76.64,-0.99
1467,0.976,135.1407844,45.814,0.58
1468,0.883,89.28663084,63.045,-0.28
1469,1.266,79.76023695,54.323,0.95
1470,0.834,79.5767935,57.085,-0.62
1471,1.077,82.18384112,70.132,0.69
1472,0.963,111.8887535,53.132,-0.69
1473,1.323,122.9663934,37.159,1.52
1474,0.623,58.99109199,79.249,0.88
1475,0.726,37.65186003,82.229,1.66
1476,1.19,76.17043495,34.953,0.62
1477,0.74,127.2876989,57.228,0.58
1478,1.063,156.2379153,36.305,0.47
1479,0.778,78.30444857,52.284,0.47
1480,0.957,171.7063813,44.912,1.14
1481,0.69,121.0002968,52.439,-0.47
1482,0.791,100.8756708,64.597,0.47
1483,0.98,82.94427884,76.725,-1.1
1484,1.175,227.9220989,34.722,-0.88
1485,1.235,87.45536074,42.124,-0.09
1486,1.02,165.8771006,41.987,-0.21
1487,1.089,142.8191472,58.996,-0.02
1488,0.835,99.72095651,65.128,0.51
1489,1.013,105.3868529,56.232,1.4
1490,0.867,137.02078,64.772,-0.73
1491,1.189,119.6152178,51.012,0.65
1492,0.944,78.12435333,46.924,1.55
1493,0.748,90.3205213,62.987,0.28
1494,0.969,112.1466837,60.659,-0.09
1495,0.906,74.26538478,71.51,0.43
1496,0.974,90.5287316,45.734,-0.06
1497,0.923,97.22689926,56.727,0.43
1498,0.862,118.7917925,60.716,-0.17
1499,0.862,59.2633825,50.091,0.17
1500,1.018,67.73083591,58.677,0.02
1501,0.897,63.50185844,38.29,1.1
1502,0.822,115.2886186,55.213,0.73
1503,1.054,87.65696617,43.12,0.43
1504,0.911,147.4981032,45.215,1.4
1505,0.619,54.92707034,71.887,0.32
1506,1.268,63.35580822,21.451,1.03
1507,0.747,143.1483793,53.432,0.39
1508,1.131,131.7608645,44.622,1.4
1509,1.021,155.5200673,34.227,-0.32
1510,1.262,81.99482353,37.446,1.14
1511,0.97,75.1253374,55.913,1.52
1512,0.924,101.8090618,64.663,1.18
1513,1.009,50.67414567,51.731,1.44
1514,1.216,139.2471886,54.459,-0.54
1515,0.859,70.75977374,48.297,1.1
1516,1.272,82.37329444,30.482,-0.06
1517,1.148,99.26278033,34.915,0.43
1518,0.919,54.17344268,64.878,0.65
1519,0.858,121.0002968,54.814,0.28
1520,0.956,52.69706597,45.489,0.88
1521,1.323,115.0234622,21.824,0.58
1522,0.845,117.4319941,66.154,0.32
1523,0.957,160.6151233,44.144,1.18
1524,0.874,199.8878679,57.782,-1.03
1525,1.298,201.2734244,31.917,1.55
1526,0.961,116.6235979,53.909,0.24
1527,1.103,93.92613149,37.349,1.29
1528,1.113,93.27954855,58.608,0.54
1529,1.293,48.5049918,50.56,0.88
1530,0.782,94.35967481,51.249,1.25
1531,1.202,105.8732965,41.805,1.33
1532,0.69,40.81186445,61.036,1.22
1533,0.477,55.3078066,74.603,0.77
1534,0.705,67.41964098,61.008,1.4
1535,0.971,107.841628,29.049,0.58
1536,0.946,163.6011814,63.884,-1.22
1537,0.919,160.2457188,65.8,-1.89
1538,0.837,136.3912267,84.237,-0.54
1539,1.121,130.2526103,52.983,-0.58
1540,0.795,74.43658417,55.616,-0.39
1541,0.846,85.46463369,66.048,0.39
1542,0.821,84.0981487,63.572,0.47
1543,0.906,49.40676693,66.244,1.14
1544,0.888,95.67234865,58.728,0.17
1545,1.158,65.88498259,35.753,-0.17
1546,1.061,105.1444698,49.36,-1.22
1547,0.943,57.11976809,59.378,0.17
1548,1.187,95.89289619,38.71,0.69
1549,0.993,139.2471886,56.613,0.47
1550,1.135,141.8359871,49.449,1.55
1551,0.879,135.4523161,59.084,1.33
1552,1.013,131.7608645,45.671,0.58
1553,1.139,136.3912267,47.424,0.32
1554,1.102,90.3205213,51.934,1.55
1555,1.276,117.161908,40.341,1.1
1556,1.155,116.3553711,52.87,0.28
1557,0.952,145.4743534,56.98,-0.77
1558,1.519,187.8392889,29.621,0.58
1559,1.107,99.95083705,78.394,0.28
1560,1.214,117.9740355,42.282,-0.54
1561,0.75,116.8924431,64.459,2.04
1562,1.261,108.3394024,43.976,1.48
1563,0.698,85.85912051,65.886,0.99
1564,1.105,200.348657,34.123,0.77
1565,0.883,124.1041875,63.074,1.03
1566,0.928,128.761621,40.64,-0.28
1567,0.956,107.841628,54.906,0.24
1568,1.102,102.7510895,40.789,0.8
1569,1.157,95.01374483,60.544,1.7
1570,0.948,90.5287316,39.88,1.1
1571,0.83,93.06501154,61.208,1.63
1572,0.778,82.94427884,52.762,0.95
1573,0.698,115.2886186,45.8,1.33
1574,0.77,72.07529615,53.761,0.09
1575,0.954,89.49245778,49.506,0.39
1576,0.723,77.76540453,52.194,0.62
1577,0.924,174.4963855,44.705,-0.24
1578,0.936,98.57946016,65.877,0.21
1579,0.935,87.05353986,52.812,0.43
1580,0.833,39.79114493,64.212,0.95
1581,0.773,102.9879552,65.925,0.77
1582,1.017,113.4452811,60.292,0.47
1583,1.172,116.0877611,30.395,-0.02
1584,1.135,56.20648616,38.004,0.8
1585,1.095,54.42349593,65.446,-0.66
1586,1.319,102.9879552,46.602,1.55
1587,0.921,97.00328359,71.814,-0.88
1588,1.188,86.65356517,32.484,0.69
1589,1.096,112.9240474,50.473,0.54
1590,0.906,73.58451564,60.902,1.52
1591,0.96,86.65356517,52.622,0.95
1592,0.917,65.28094544,47.811,1.14
1593,0.608,66.03686316,62.876,1.03
1594,0.773,101.3412917,67.538,0.58
1595,0.78,71.25025706,47.091,0.02
1596,1.007,147.158867,59.464,-1.25
1597,0.994,123.8187558,32.403,0.21
1598,0.882,57.91438322,45.229,1.48
1599,0.816,119.3401105,63.337,0.06
1600,0.902,49.74923828,45.364,0.54
1601,1.131,132.0646046,78.425,-0.62
1602,1.04,121.8390308,41.994,0.28
1603,0.89,94.79521928,34.047,1.25
1604,0.877,132.0646046,73.946,-0.66
1605,0.794,111.3746714,50.781,1.74
1606,0.873,114.2316462,65.212,0.62
1607,0.749,67.26458011,54.488,1.44
1608,0.852,107.3461407,45.625,0.47
1609,0.995,179.7986537,54.595,-0.02
1610,1.045,123.2498603,64.851,0.99
1611,1.103,183.9867024,38.511,0.13
1612,0.763,97.67567823,71.816,0.8
1613,1.061,124.3902772,47.385,1.03
1614,0.704,110.099776,52.888,1.59
1615,1.033,138.2886177,62.307,0.54
1616,0.835,144.8059595,49.868,0.77
1617,1.073,208.8268971,33.37,0.95
1618,0.841,90.94659324,75.525,0.99
1619,1.304,120.1673366,6.563,1.22
1620,1.075,84.87629929,48.693,1.03
1621,1.301,206.4364754,43.469,-1.93
1622,1.42,135.4523161,48.809,1.14
1623,1.013,120.4443509,38.654,0.32
1624,1.336,158.4114012,64.066,-0.32
1625,1.187,163.6011814,54.903,0.58
1626,1.024,57.25144276,68.593,0.28
1627,0.98,63.21009391,84.474,0.21
1628,1.453,145.4743534,44.472,0.02
1629,1.139,84.68108922,61.335,-0.36
1630,0.889,68.04346724,66.669,0.58
1631,1.226,57.25144276,55.846,1.29
1632,0.511,32.86899577,70.925,1.25
1633,1.098,217.1633015,38.082,-0.09
1634,1.056,105.3868529,40.198,1.25
1635,0.768,68.99004616,56.969,1.18
1636,0.958,92.21178638,32.193,0.51
1637,0.662,70.59703077,72.094,-0.24
1638,0.956,88.671986,37.027,0.28
1639,0.956,65.58226859,51.246,0.95
1640,1.139,165.8771006,47.342,0.24
1641,1.041,148.1789236,86.368,-2.04
1642,1.062,122.6835786,57.801,-0.58
1643,1.139,97.90084392,50.767,-0.32
1644,0.919,83.32713224,54.149,-0.66
1645,1.304,55.691182,50.576,0.84
1646,0.998,44.64639893,55.786,0.77
1647,0.743,98.57946016,45.492,1.85
1648,1.071,75.64608137,61.46,-0.24
1649,1.098,75.64608137,41.636,1.4
1650,0.643,132.369045,58.583,1.33
1651,0.92,104.4206604,38.841,1.18
1652,1.023,62.3428189,42.849,1.59
1653,1.114,72.74220065,43.657,0.51
1654,0.706,123.8187558,62.496,0.62
1655,1.007,105.6297947,49.577,0.13
1656,0.858,79.02899071,48.22,0.58
1657,0.907,45.16337987,58.142,0.73
1658,0.849,74.78016783,53.684,0.88
1659,0.975,64.83155457,36.737,0.43
1660,0.894,89.08127729,52.253,-1.55
1661,1.099,94.79521928,41.913,0.69
1662,1.111,103.7018336,57.18,-0.92
1663,0.847,91.78811171,90.536,-1.1
1664,1.019,105.3868529,51.421,-0.43
1665,0.786,82.94427884,56.167,-1.18
1666,1.201,144.1406365,51.708,-0.43
1667,0.975,69.30848974,69.604,-0.13
1668,0.878,105.3868529,51.063,-0.32
1669,0.973,94.14265358,67.806,-1.89
1670,1.096,101.1082132,53.616,0.24
1671,0.933,70.43466211,59.613,-0.13
1672,0.607,126.1207183,70.574,-0.24
1673,1.159,120.7220038,53.241,-1.03
1674,0.955,138.6074059,63.365,-0.92
1675,1.041,121.2792313,41.175,0.69
1676,1.275,217.1633015,48.908,-1.14
1677,1.072,95.45230835,46.404,0.88
1678,1.052,71.90952757,52.728,-0.54
1679,1.062,97.00328359,55.847,0.51
1680,1.082,149.2060508,57.174,1.07
1681,0.806,74.43658417,69.544,0.8
1682,1.021,107.5935992,56.397,0.17
1683,1.153,138.926929,50.43,-0.13
1684,1.156,136.705641,44.226,0.73
1685,1.132,92.4243565,51.842,-0.54
1686,0.905,71.74414024,61.418,-0.28
1687,0.948,165.8771006,52.272,0.09
1688,0.784,119.6152178,63.225,-0.92
1689,1.429,95.89289619,31.669,0.99
1690,1.118,82.5631845,52.079,0.99
1691,0.794,132.0646046,59.364,0.51
1692,0.949,158.7765772,63.678,-0.73
1693,0.661,105.1444698,70.805,-0.06
1694,1.114,147.8381215,46.615,-0.36
1695,1.138,53.30726923,56.005,-0.88
1696,0.543,93.92613149,69.745,0.62
1697,0.712,96.11395214,60.215,-0.28
1698,1.033,90.73742188,61.643,-2.75
1699,0.919,135.4523161,67.037,-0.73
1700,0.856,171.7063813,61.069,-0.39
1701,1.152,132.6741871,43.273,-0.32
1702,1.02,139.8899244,65.172,-1.33
1703,1.116,64.38525729,67.464,-0.73
1704,0.72,63.06471472,63.64,-1.37
1705,1.124,124.6770264,53.201,-0.58
1706,0.911,79.94410329,56.374,-0.51
1707,0.734,83.32713224,67.139,-0.77
1708,0.684,57.78118383,76.208,-0.73
1709,1.146,106.1173596,52.004,-0.09
1710,0.929,70.43466211,56.349,0.65
1711,0.846,80.68381697,66.183,0.35
1712,1.375,73.2464255,36.959,0.09
1713,0.91,102.2789911,63.684,-0.13
1714,1.305,109.5939135,51.746,-0.92
1715,1.351,97.45103041,58.657,-0.54
1716,1.174,107.3461407,47.479,-0.51
1717,1.142,58.58500017,58.984,0.62
1718,0.789,65.73345134,53.327,0.99
1719,1.046,115.2886186,58.736,0.47
1720,1.177,139.5681865,47.972,0.69
1721,0.674,44.74931951,58.654,1.59
1722,0.689,84.29201495,57.78,1.14
1723,1.06,134.8299693,56.694,0.13
1724,0.988,101.3412917,42.233,1.48
1725,0.832,117.4319941,90.642,-2.64
1726,0.952,194.8885999,68.386,0.13
1727,0.923,173.6946475,89.688,-2.79
1728,0.831,140.859595,43.844,0.77
1729,0.998,51.37909326,33.161,1.33
1730,0.948,118.5185789,43.792,0.73
1731,0.821,105.3868529,49.772,0.39
1732,0.859,95.45230835,51.266,0.39
1733,1.202,175.3018242,46.781,-0.73
1734,1.246,116.0877611,57.072,-0.62
1735,1.02,56.20648616,59.066,-0.02
1736,1.004,83.7117528,63.911,-1.18
1737,1.217,104.1804995,43.284,-0.06
1738,1.006,77.58654907,48.502,-0.92
1739,0.655,88.87639604,45.34,0.8
1740,1.014,82.37329444,78.751,-0.43
1741,1.243,114.7589155,45.04,0.47
1742,0.943,93.92613149,75.558,1.22
1743,0.923,83.90472832,49.709,0.69
1744,0.499,56.20648616,58.262,0.92
1745,1.059,130.5528736,44.931,-0.13
1746,0.938,209.7907983,46.34,-0.99
1747,1.052,149.5500063,35.397,-0.58
1748,1.173,103.940891,43.734,0.06
1749,1.215,115.8207667,35.999,-0.02
1750,1.197,122.9663934,32.376,-1.33
1751,1.137,115.2886186,50.019,1.18
1752,0.999,100.4121892,71.112,-0.36
1753,0.76,85.26807048,62.525,0.28
1754,0.867,88.26457523,77.747,0.65
1755,1.129,81.24309047,33.939,-1.48
1756,0.859,41.28444357,23.218,1.59
1757,1.058,86.4542675,58.922,0.92
1758,0.949,91.99970516,46.792,-0.39
1759,1.339,69.9497933,29.753,0.65
1760,1.02,89.08127729,39.97,-0.2
1761,1.215,142.1629528,45.328,-0.07
1762,0.807,99.26278033,41.775,0.69
1763,1.181,91.99970516,54.584,-1.44
1764,0.963,122.6835786,45.918,-0.72
1765,0.835,75.82046359,45.214,0.36
1766,0.823,159.5094566,68.028,0.1
1767,1.12,185.2620373,62.626,-0.72
1768,0.875,150.9337754,39.134,-0.03
1769,0.881,110.6079735,64.63,-0.64
1770,0.952,74.78016783,50.235,0.53
1771,0.778,114.2316462,45.174,0.21
1772,1.077,86.65356517,56.532,0.39
1773,0.805,103.940891,33.479,1.31
1774,0.928,91.57700491,40.819,1.08
1775,0.955,163.2249091,86.926,-0.57
1776,1.238,126.1207183,23.231,1.29
1777,1.234,86.4542675,32.242,-0.34
1778,1.114,92.4243565,58.527,0.79
1779,0.906,110.6079735,76.294,-1.82
1780,1.101,101.8090618,37.874,-0.17
1781,1.007,82.37329444,86.553,-1.19
1782,0.55,53.92453832,46.72,-0.69
1783,0.843,68.04346724,50.854,0.15
1784,0.674,104.6613749,54.261,0.63
1785,0.825,92.63741665,62.416,-0.13
1786,1.055,105.6297947,43.977,0.61
1787,1.144,122.1198987,60.584,-2.51
1788,1.247,94.79521928,25.89,0.52
1789,1.262,145.1397717,65.644,-0.71
1790,0.97,127.2876989,60.209,0
1791,0.922,122.1198987,43.535,-0.73
1792,1.408,154.0942508,21.124,0.07
1793,0.816,69.6284032,59.316,0.4
1794,1.177,74.43658417,31.269,1.56
1795,1.046,50.09408352,45.213,1.33
1796,0.948,122.4014142,52.337,0.43
1797,0.717,104.6613749,63.89,-1
1798,1.097,64.23717531,40.519,0.38
1799,0.846,141.8359871,52.064,0.77
1800,1.109,40.62435096,41.202,1.14
1801,1.052,113.1843642,63.488,-0.55
1802,1.028,120.4443509,31.207,1.68
1803,1.047,106.6071751,61.883,-0.12
1804,0.996,77.9446723,47.416,0.31
1805,1.024,102.043756,53.754,0.15
1806,0.835,71.5791333,94.749,-0.13
1807,0.834,73.75414546,48.156,0.19
1808,0.87,74.60817822,49.391,0.89
1809,0.803,106.1173596,79.847,-1.21
1810,1.081,162.4749588,76.066,-1.69
1811,1.189,163.6011814,57.607,-0.76
1812,0.823,90.11278986,41.056,0.59
1813,0.953,98.35273369,58.175,-0.41
1814,0.883,63.7949697,43.111,0.27
1815,0.926,110.6079735,60.78,-0.75
1816,1,86.25542821,35.14,0.75
1817,1.146,96.33551769,44.69,0.64
1818,1.057,82.5631845,66.079,0.39
1819,0.95,105.6297947,58.632,-0.1
1820,0.988,138.6074059,47.939,-0.46
1821,1.202,126.4114566,52.955,0.48
1822,0.796,62.77495868,52.847,-0.83
1823,0.755,97.67567823,37.461,0.32
1824,0.911,77.9446723,75.724,0.03
1825,0.877,99.72095651,47.888,0.45
1826,1.062,132.6741871,52.614,-0.12
1827,0.958,126.7028651,38.949,0.74
1828,1.071,165.4955938,43.364,-0.96
1829,0.952,92.63741665,44.892,0.66
1830,0.865,88.46804609,60.962,0.51
1831,0.993,86.65356517,44.332,1.11
1832,0.9,167.7978669,86.608,0
1833,1.062,108.0902286,38.382,0.33
1834,0.903,66.03686316,42.602,0.14
1835,1.018,137.02078,55.581,-2.13
1836,0.945,108.3394024,67.832,0.56
1837,1.056,174.4963855,62.838,-1.03
1838,0.99,163.2249091,85.13,-2.61
1839,1.184,123.5339805,12.283,-0.87
1840,1.073,100.6436632,61.724,-0.47
1841,1.27,96.33551769,45.145,0.06
1842,0.828,66.64789473,69.948,0.3
1843,1.417,141.18431,31.52,0.12
1844,0.99,87.45536074,61.594,-1.55
1845,1.092,66.95552744,75.962,-1.29
1846,0.717,60.36517104,49.259,0.36
1847,1.029,105.1444698,68.996,-0.22
1848,1.159,79.39377195,42.184,-1.47
1849,1.137,172.4989419,51.739,-0.76
1850,1.234,100.6436632,47.371,-0.18
1851,0.928,89.6987592,49.781,-1.06
1852,1.186,93.92613149,44.415,0.32
1853,1.194,200.8105083,61.028,0.08
1854,1.037,162.8495023,44.911,0.55
1855,0.988,55.05369031,59.833,0.37
1856,0.86,72.57489823,56.402,1.47
1857,0.834,85.07195936,56.485,0.85
1858,0.853,92.4243565,59.371,-0.93
1859,1.131,89.9055362,44.814,-0.17
1860,0.9,112.9240474,52.219,-0.93
1861,0.968,86.05704623,65.806,0.77
1862,0.837,105.1444698,60.549,-0.1
1863,0.622,60.226335,42.636,1.29
1864,0.764,74.26538478,64.287,0.57
1865,1.206,83.32713224,52.103,-0.13
1866,1.162,186.9762458,43.984,-1.48
1867,0.977,122.1198987,62.39,0.02
1868,1.051,146.820411,53.635,-0.43
1869,1.084,90.11278986,33.66,0.02
1870,1.038,100.4121892,55.009,0.7
1871,0.818,64.38525729,49.326,0.97
1872,0.778,102.7510895,79.074,-0.51
1873,1.07,125.2525094,50.564,0.42
1874,1.016,91.15624679,40.531,0.6
1875,1.042,104.9026443,66.333,-2.37
1876,0.686,104.1804995,70.764,-0.15
1877,1.156,123.2498603,45.457,0.31
1878,1.11,80.12839348,43.115,0.07
1879,1.09,85.85912051,58.928,-0.82
1880,0.864,105.6297947,85.573,-1.63
1881,0.864,94.35967481,69.45,0.24
1882,0.885,81.05623655,52.554,0.47
1883,0.62,96.55759399,73.282,-1.59
1884,0.708,133.5938407,58.827,-0.93
1885,1.029,148.5205113,46.081,-0.33
1886,1.108,72.57489823,32.201,-0.24
1887,0.858,106.1173596,86.218,-0.28
1888,1.074,84.0981487,39.428,-0.14
1889,1.006,39.06487469,40.952,1.04
1890,0.796,137.6532392,78.408,0.29
1891,1.114,96.33551769,50.154,0.11
1892,1.095,78.66588548,48.525,0.14
1893,0.658,67.41964098,71.852,0.37
1894,1.135,115.0234622,76.166,1.22
1895,0.951,97.67567823,51.53,0.12
1896,0.945,70.59703077,60.707,-0.39
1897,1.144,83.32713224,51.385,1.23
1898,0.879,114.2316462,46.339,0.91
1899,0.657,91.36638364,81.648,-2.4
1900,0.955,73.92416633,35.131,0.86
1901,0.735,79.76023695,37.163,0.82
1902,0.932,66.49460883,75.675,0.64
1903,0.755,96.78018223,58.463,0.56
1904,0.787,109.3418545,35.795,0.25
1905,0.906,86.05704623,31.461,-0.17
1906,0.915,132.9800327,46.457,-0.96
1907,1.161,184.8359464,64.048,-2.22
1908,1.345,147.8381215,23.439,-1.04
1909,1.264,122.1198987,59.215,0.51
1910,1.022,113.1843642,54.05,1.36
1911,1.173,123.2498603,64.413,-0.18
1912,1.377,121.5588088,59.496,-0.47
1913,1.623,189.1413287,53.435,0.04
1914,1.777,181.4623102,33.541,0.92
1915,1.174,90.73742188,62.71,-1
1916,1.478,145.4743534,64.403,-0.33
1917,0.62,123.2498603,58.429,-1.04
1918,1.163,110.3535822,57.283,-0.92
1919,1.119,55.18060217,40.938,1.4
1920,0.778,112.4052085,71.728,-0.33
1921,0.94,109.5939135,56.334,1.28
1922,0.637,88.26457523,57.902,0.66
1923,0.738,118.7917925,32.251,-1.22
1924,0.729,64.23717531,60.42,0.42
1925,0.645,143.8091222,56.596,-0.17
1926,0.789,78.66588548,45.067,0.66
1927,0.944,153.7398438,61.569,-1.87
1928,0.986,131.7608645,47.664,0.17
1929,1.053,107.3461407,46.274,0.92
1930,0.612,81.80624067,56.288,-0.22
1931,1.138,57.78118383,32.492,1.59
1932,1.164,83.51922111,56.658,0.8
1933,0.528,74.26538478,51.508,1.08
1934,0.933,40.25190468,61.305,1.33
1935,0.948,95.67234865,48.954,0.8
1936,0.609,80.3131085,47.154,1
1937,1.079,104.6613749,31.744,1.13
1938,0.946,111.1185167,57.037,0.45
1939,0.916,65.88498259,41.964,1.17
1940,1.014,85.66165002,29.063,1.53
1941,1.193,97.45103041,38.595,-1.12
1942,1.211,124.6770264,45.009,0.32
1943,1.056,110.6079735,65.848,-0.18
1944,1.365,100.8756708,48.406,-0.04
1945,1.313,112.6643293,32.063,-0.59
1946,1.032,91.36638364,62.873,1.28
1947,1.17,145.1397717,62.261,0.81
1948,1.184,96.55759399,46.342,0.65
1949,0.866,104.9026443,55.013,2.01
1950,0.996,139.8899244,61.696,0.17
1951,1.275,125.2525094,55.089,-2.79
1952,1.039,95.01374483,66.702,0.06
1953,0.578,91.99970516,60.167,-0.3
1954,1.028,65.43143356,57.836,-0.35
1955,0.759,64.68244614,58.912,1.12
1956,0.612,101.5749075,67.279,0.55
1957,0.795,113.1843642,39.687,0.61
1958,0.776,81.05623655,58.633,-0.03
1959,0.831,79.94410329,54.48,0.11
1960,0.736,71.74414024,48.839,0.36
1961,0.657,58.31582655,48.339,0.56
1962,0.931,149.8947546,65.333,-0.71
1963,1.101,112.9240474,39.29,0.68
1964,0.984,100.1812475,59.953,-1.85
1965,0.945,142.1629528,67.933,-1.83
1966,1.121,92.85096795,37.621,0.49
1967,1.172,119.8909594,42.808,-0.04
1968,0.896,104.9026443,72.304,-4.57
1969,1.228,91.15624679,46.574,1.1
1970,0.995,102.5147686,58.988,0.94
1971,0.675,102.2789911,72.216,0.62
1972,0.928,103.940891,73.164,-0.57
1973,1.212,97.00328359,33.339,0.05
1974,0.829,107.0992515,77.414,-1.41
1975,1.125,128.4654775,62,-2.48
1976,1.013,102.5147686,51.539,-0.04
1977,0.948,40.15932786,47.112,-0.15
1978,0.703,162.4749588,59.963,-1.08
1979,0.923,104.4206604,51.484,-0.3
1980,0.978,130.2526103,56.924,-1.24
1981,1.107,105.8732965,29.45,0.69
1982,0.866,124.1041875,60.535,-0.3
1983,1.02,127.2876989,58.088,0.63
1984,0.995,125.8306487,41.185,0.01
1985,1.19,87.65696617,59.298,-2.35
1986,1.256,180.2131324,72.747,-0.25
1987,1.45,73.92416633,34.81,0.22
1988,1.131,68.83137346,30.179,2.22
1989,0.632,95.01374483,65.912,-1.4
1990,0.84,92.85096795,46.154,-0.84
1991,0.96,103.940891,48.116,-0.1
1992,0.947,66.03686316,42.98,-0.47
1993,1.261,132.369045,50.744,-3.02
1994,1.393,82.75351229,33.179,0.96
1995,1.378,127.5811274,60.543,-0.29
1996,0.922,119.3401105,68.239,0.61
1997,1.141,137.3366455,66.804,-1.02
1998,1.398,176.5169584,44.632,0.04
1999,1.213,115.8207667,53.686,-0.18
2000,1.1,76.34602594,38.167,1.56
2001,1.191,45.89722576,26.27,0.77
2002,0.901,76.87523131,44.663,-0.38
2003,1.066,76.17043495,43.614,1.32
2004,0.547,86.65356517,48.809,-1.5
2005,0.876,120.7220038,48.416,-0.41
2006,0.912,74.95255392,40.972,0.41
2007,0.902,73.41527595,45.558,0.78
2008,0.773,114.2316462,70.971,-0.59
2009,1.067,133.2865834,53.161,0.14
2010,0.819,78.30444857,53.871,-0.76
2011,0.822,120.4443509,65.189,0.18
2012,0.665,74.95255392,62.186,1.47
2013,0.87,81.43037514,44.737,0.9
2014,1.071,109.0903752,52.841,-0.95
2015,1.146,112.9240474,40.779,1.87
